Code,Code_Number,Description,Code_Family,Analytical_Domain,Analytical_Category,Analytical_Subcategory,Primary_Entity,Dashboard_Group,Traffic_Relevance_Score,Traffic_Relevance_Band,Keep_in_Main_Collision_Dashboard,Modeling_Role,Recommended_Use,Flag_Traffic_Core,Flag_Vehicle_or_RoadUser,Flag_Person_Profile,Flag_Location_Infrastructure,Flag_Behavior_Tactic,Flag_Severity_Harm,Flag_Jurisdiction_Admin
1253,1253,Bus driver,1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Road user / transport profile,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,1,0,0,0,0
1254,1254,Train operator,1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Road user / transport profile,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,1,0,0,0,0
1255,1255,Followed transit system,1200s,Victim Profile / Vulnerability,Victim Context,Activity / situational exposure,Victim,Road user / transport profile,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,0,1,0,0,0,0
1256,1256,Patron,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1257,1257,Victim is newborn – 5 years old,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1258,1258,Victim is 6 years old through 13 years old,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1259,1259,Victim is 14 years old through 17 years old,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1260,1260,Deaf / hearing impaired,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1261,1261,Mentally challenged / intellectually slow,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1262,1262,Raped while unconscious,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1263,1263,Agricultural target,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1264,1264,Pipeline,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1265,1265,Mailbox,1200s,Victim Profile / Vulnerability,Victim Context,Activity / situational exposure,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1266,1266,Victim was security guard,1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1267,1267,Home under construction,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1268,1268,Victim was 5150 / mental illness,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1269,1269,Victim was armored car driver,1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Road user / transport profile,3,3 - Useful enrichment,Optional,Context enrichment feature,"Use only when present to enrich narrative, edge-case, or segmented analysis.",0,1,1,0,0,0,0
1270,1270,Victim was gang member,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1271,1271,Victim was law enforcement (not LAPD),1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1272,1272,Victim was at / leaving medical or cannabis location,1200s,Victim Profile / Vulnerability,Victim Context,Activity / situational exposure,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1273,1273,Home was being fumigated,1200s,Victim Profile / Vulnerability,Victim Context,Activity / situational exposure,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1274,1274,Victim was inmate / incarcerated,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1275,1275,Vacant residence / building,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1276,1276,Pregnant,1200s,Victim Profile / Vulnerability,Victim Context,Vulnerability / protected status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1277,1277,Gardener,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1278,1278,Victim was Uber / Lyft driver,1200s,Victim Profile / Vulnerability,Victim Context,Occupation / social role,Victim,Road user / transport profile,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,1,0,0,0,0
1279,1279,Victim was foster child,1200s,Victim Profile / Vulnerability,Victim Context,Household / family status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1280,1280,Victim was foster parent,1200s,Victim Profile / Vulnerability,Victim Context,Household / family status,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1281,1281,Victim was pistol-whipped,1200s,Victim Profile / Vulnerability,Victim Context,General victim attribute,Victim,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1300,1300,Vehicle involved,1300s,Vehicle Interaction,Vehicle-Centered Interaction,General vehicle involvement,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1301,1301,Forced victim vehicle to curb,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1302,1302,Suspect forced way into victim’s vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1303,1303,Hid in rear seat,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle intrusion / occupant control,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1304,1304,"Stopped victim vehicle by flagging down / forcing traffic accident, etc.",1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1305,1305,Victim forced into vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1306,1306,Victim parking / garaging vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Victim vehicle activity,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1307,1307,Breaks window,1300s,Vehicle Interaction,Vehicle-Centered Interaction,General vehicle involvement,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1308,1308,Drives by and snatches property,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle as offense tool / target,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1309,1309,Suspect uses vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle as offense tool / target,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1310,1310,Victim in vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,General vehicle involvement,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1311,1311,Victim removed from vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle intrusion / occupant control,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1312,1312,Suspect follows victim in vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1313,1313,Suspect exits vehicle and attacks pedestrian,1300s,Vehicle Interaction,Vehicle-Centered Interaction,General vehicle involvement,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1314,1314,Victim loading vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Victim vehicle activity,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1315,1315,Victim unloading vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Victim vehicle activity,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1316,1316,Victim entering their vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Victim vehicle activity,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1317,1317,Victim exiting their vehicle,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Victim vehicle activity,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1318,1318,Suspect follows victim home,1300s,Vehicle Interaction,Vehicle-Centered Interaction,Vehicle interception / pursuit,Vehicle,Vehicle-related context,4,4 - High supporting,Yes,Supporting filter / feature,"Keep as a secondary filter or engineered feature for risk, road-user, or transport context.",0,1,0,0,0,0,0
1401,1401,Blood stains,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1402,1402,Evidence booked (any crime),1400s,Evidence / Forensics,Forensic Evidence,General evidence type,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1403,1403,Fingerprints,1400s,Evidence / Forensics,Forensic Evidence,Physical trace evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1404,1404,Footprints,1400s,Evidence / Forensics,Forensic Evidence,Physical trace evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1405,1405,Left note,1400s,Evidence / Forensics,Forensic Evidence,Documented / recorded evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1406,1406,Tool marks,1400s,Evidence / Forensics,Forensic Evidence,Physical trace evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1407,1407,Bullets / casings,1400s,Evidence / Forensics,Forensic Evidence,Ballistic evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1408,1408,Bite marks,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1409,1409,Clothes,1400s,Evidence / Forensics,Forensic Evidence,General evidence type,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1410,1410,Gunshot residue,1400s,Evidence / Forensics,Forensic Evidence,Ballistic evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1411,1411,Hair,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1412,1412,Jewelry,1400s,Evidence / Forensics,Forensic Evidence,General evidence type,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1413,1413,Paint,1400s,Evidence / Forensics,Forensic Evidence,Physical trace evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1414,1414,Photographs,1400s,Evidence / Forensics,Forensic Evidence,Documented / recorded evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1415,1415,Rape kit,1400s,Evidence / Forensics,Forensic Evidence,General evidence type,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1416,1416,Saliva,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1417,1417,Semen,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1418,1418,Skeleton / bones,1400s,Evidence / Forensics,Forensic Evidence,Biological evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1419,1419,Firearm booked as evidence,1400s,Evidence / Forensics,Forensic Evidence,Ballistic evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1420,1420,Video surveillance booked / available,1400s,Evidence / Forensics,Forensic Evidence,Documented / recorded evidence,Evidence,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,0,0,0,0
1501,1501,Other MO (see report),1500s,Other / Unspecified,Other / Narrative,Manual review from report narrative,Event,Manual review,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,0,0,0,0,0
1601,1601,Bodily force,1600s,Entry / Access Method,Access / Entry,Other access method,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1602,1602,Cutting tool,1600s,Entry / Access Method,Access / Entry,Forced entry,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1603,1603,Knob twist,1600s,Entry / Access Method,Access / Entry,Unlocked / key-based access,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1604,1604,Lock box,1600s,Entry / Access Method,Access / Entry,Other access method,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1605,1605,Lock slip / key / pick,1600s,Entry / Access Method,Access / Entry,Unlocked / key-based access,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1606,1606,Open / unlocked,1600s,Entry / Access Method,Access / Entry,Unlocked / key-based access,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1607,1607,Pried,1600s,Entry / Access Method,Access / Entry,Forced entry,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1608,1608,Removed,1600s,Entry / Access Method,Access / Entry,Forced entry,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1609,1609,Smashed,1600s,Entry / Access Method,Access / Entry,Forced entry,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1610,1610,Tunneled,1600s,Entry / Access Method,Access / Entry,Other access method,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1611,1611,Shaved key,1600s,Entry / Access Method,Access / Entry,Unlocked / key-based access,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1612,1612,Punched / pulled door lock,1600s,Entry / Access Method,Access / Entry,Forced entry,Location,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,0,0,1,0,0,0
1701,1701,Elder abuse – physical,1700s,Abuse Type,Abuse Classification,Elder abuse,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
1702,1702,Elder abuse – financial,1700s,Abuse Type,Abuse Classification,Elder abuse,Victim,Exclude from main dashboard,0,0 - Exclude,No,Exclude from main collision model,Exclude from the core collision mart and keep only in the raw-reference lookup.,0,1,0,0,0,0,0
1801,1801,Suspect is/was mother’s boyfriend,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1802,1802,Suspect is/was victim’s co-worker,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1803,1803,Suspect is/was victim’s employee,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1804,1804,Suspect is/was victim’s employer,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1805,1805,Suspect is/was fellow gang member,1800s,Victim-Suspect Relationship,Relationship Context,Gang relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1806,1806,Suspect is/was father’s girlfriend,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1807,1807,Suspect is/was priest / pastor,1800s,Victim-Suspect Relationship,Relationship Context,Trust / care relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1808,1808,Suspect is/was other religious confidant,1800s,Victim-Suspect Relationship,Relationship Context,Trust / care relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1809,1809,Suspect is/was rival gang member,1800s,Victim-Suspect Relationship,Relationship Context,Gang relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1810,1810,Suspect is/was roommate,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1811,1811,Suspect is/was victim’s teacher / coach,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1812,1812,Suspect is/was foster parent / sibling,1800s,Victim-Suspect Relationship,Relationship Context,Trust / care relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1813,1813,Suspect is/was current or former spouse / co-habitant,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1814,1814,Suspect is/was current or former boyfriend / girlfriend,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1815,1815,Suspect was student,1800s,Victim-Suspect Relationship,Relationship Context,Relationship type,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1816,1816,Suspect is/was known gang member,1800s,Victim-Suspect Relationship,Relationship Context,Gang relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1817,1817,Acquaintance,1800s,Victim-Suspect Relationship,Relationship Context,Known vs unknown relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1818,1818,Caretaker / caregiver / nanny,1800s,Victim-Suspect Relationship,Relationship Context,Trust / care relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1819,1819,Common-law spouse,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1820,1820,Friend,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1821,1821,Spouse,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1822,1822,Stranger,1800s,Victim-Suspect Relationship,Relationship Context,Known vs unknown relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1823,1823,Brief encounter / date,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
1824,1824,Classmate,1800s,Victim-Suspect Relationship,Relationship Context,Personal / social relationship,Relationship,Context enrichment,1,1 - Peripheral,No,Usually exclude from main dashboard,Do not prioritize in the star schema; retain only if narrative-level review matters.,0,0,1,0,0,0,0
